product_id,product_name,category,subcategory,cost_price
535,Vivid Wall Clock,Home,Decor,429.83
536,   EVERLINE LAPTOP  ,Electronics,Laptops,388.15
537,Aster Bedsheet Set,Home,Decor,324.55
538,   CRAFTLY DENIM JEANS  ,Clothing,Footwear,380.95
539,Urban LED Lamp,Home,Kitchen,37.48
540,Aster Storybook,Books,Non-Fiction,19.33
541,Prime Cotton T-Shirt,Clothing,Women,21.37
542,Everline Laptop,Electronics,Headphones,187.33
543,Nova Textbook,Books,Children,342.18
544,Aster Winter Jacket,Clothing,Kids,225.82
545,Solstice Storybook,Books,Children,175.4
546,Zenith Wall Clock,Home,Kitchen,196.35
547,PRIME DENIM JEANS,Clothing,Winterwear,340.46
548,Zenith LED Lamp,Home,Bedding,432.99
549,  Urban Laptop   ,Electronics,Cameras,115.77
550,Craftly Bedsheet Set,Home,Decor,426.54
