order_item_id,order_id,product_id,quantity,unit_price,discount_percent
850,897,371,3,415.69,57.56
851,662,17,2,394.55,11.39
852,636,519,5,73.95,45.41
853,1103,183,7,692.99,37.11
854,156,204,2,569.01,5.43
855,1225,415,5,650.82,8.75
856,697,546,6,242.35,120.44
857,789,107,5,348.01,36.81
858,169,332,4,608.87,26.55
859,84,252,3,681.09,40.05
860,561,27,8,910.96,13.47
861,1424,225,4,367.38,52.51
862,902,222,3,403.97,0.75
863,500,22,8,599.31,50.28
864,849,197,7,689.22,11.16
865,1063,410,7,126.2,44.81
866,1448,373,5,106.7,25.88
867,747,241,6,324.85,32.42
868,158,138,6,969.99,51.6
869,1439,253,3,551.51,5.8
870,1040,488,6,743.19,6.29
871,1238,234,6,235.33,43.05
872,1321,230,8,334.04,16.15
873,109,472,8,196.9,29.83
874,894,67,3,913.5,1.33
875,919,59,6,166.04,28.6
876,1447,152,2,216.06,40.92
877,134,283,5,201.23,56.84
878,1491,29,8,29.3,25.85
879,274,406,4,869.72,39.71
880,635,312,-3,268.81,13.95
881,1041,417,3,350.58,45.98
882,1396,323,1,545.53,58.25
883,109,367,2,13.67,46.48
884,146,66,7,531.83,136.79
885,399,255,3,326.22,50.14
886,61,507,2,999.0,19.91
887,193,414,7,979.59,48.29
888,781,486,3,45.7,50.84
889,375,99,5,149.43,21.31
890,1449,441,5,252.78,29.98
891,378,267,7,393.64,12.04
892,720,84,6,470.39,27.1
893,193,537,5,799.49,1.22
894,1242,63,1,272.84,40.96
895,196,173,1,762.47,57.82
896,1084,13,1,489.24,19.61
897,628,29,6,29.3,51.56
898,354,194,8,876.9,10.91
899,448,354,2,184.91,52.33
900,317,384,3,578.03,53.49
901,1447,182,3,311.54,48.86
902,912,32,1,745.78,56.12
903,247,320,5,732.03,6.47
904,1399,185,3,1046.94,54.01
905,1020,198,3,74.36,59.84
906,691,466,7,447.46,47.04
907,239,68,6,717.98,14.77
908,290,246,8,629.15,11.3
909,828,43,-3,141.52,3.52
910,984,102,2,726.02,39.81
911,657,540,7,44.0,45.42
912,1318,206,5,42.02,19.22
913,918,203,5,674.86,56.65
914,874,414,7,979.59,22.62
915,1005,25,8,441.24,6.26
916,1150,496,7,263.87,18.35
917,589,57,1,25.01,11.28
918,183,315,3,119.55,38.46
919,99,548,1,728.8,2.83
920,621,395,4,91.05,21.11
921,1102,54,7,737.24,44.31
922,1074,183,6,692.99,40.87
923,92,220,2,892.11,27.43
924,381,227,6,215.26,4.38
925,417,508,4,218.85,34.27
926,1256,16,1,14.27,55.33
927,422,120,5,568.49,0.28
928,493,339,3,177.12,59.23
929,468,381,7,275.92,2.69
930,291,253,5,551.51,52.92
931,866,318,4,1000.89,56.42
932,1339,280,7,303.13,41.42
933,852,424,7,625.33,16.69
934,389,500,5,625.16,36.01
935,1284,405,1,72.96,41.76
936,920,132,4,419.43,4.23
937,235,119,3,50.56,54.13
938,1001,69,3,11.06,32.22
939,343,263,7,76.96,17.09
940,587,292,5,448.62,6.51
941,245,405,4,72.96,57.01
942,1137,510,4,51.58,7.63
943,74,481,8,308.63,6.56
944,469,39,-4,863.99,11.07
945,1421,70,4,643.04,26.16
946,760,449,3,591.79,26.52
947,85,516,4,52.97,46.11
948,1485,326,1,827.26,34.13
949,313,350,5,526.07,146.17
950,718,474,4,703.65,54.09
951,116,401,7,108.05,9.19
952,598,518,2,655.09,13.51
953,1285,200,6,870.63,39.48
954,899,26,8,650.29,4.16
955,504,542,5,258.35,33.41
956,294,326,1,827.26,6.68
957,134,420,1,55.62,37.12
958,348,330,6,757.46,2.31
959,213,240,1,199.48,22.87
960,1153,60,7,98.41,46.12
961,246,230,1,334.04,33.82
962,152,21,8,416.35,56.23
963,1321,396,5,712.35,41.14
964,793,461,4,697.06,40.97
965,1255,257,6,57.04,58.81
966,1304,466,8,447.46,55.17
967,314,466,6,447.46,13.43
968,588,179,7,280.67,59.95
969,329,377,1,60.44,25.9
970,615,148,1,741.34,27.6
971,1456,233,7,160.11,7.5
972,1284,362,4,965.99,56.51
973,863,428,8,71.35,44.01
974,910,398,8,563.11,21.81
975,668,409,3,517.88,43.4
976,422,252,4,681.09,42.76
977,1165,200,6,870.63,54.02
978,1123,419,6,327.13,38.64
979,438,403,3,571.36,28.21
980,1112,464,5,308.87,145.33
981,1278,423,1,29.06,11.96
982,692,161,7,721.67,56.23
983,885,185,8,1046.94,1.43
984,423,396,3,712.35,16.4
985,1394,160,7,494.83,34.5
986,406,155,7,9.89,18.99
987,504,134,8,762.22,18.97
988,1255,544,1,477.64,40.57
989,134,88,1,777.17,0.52
990,109,340,2,180.46,18.8
991,731,208,3,150.86,57.48
992,630,68,6,717.98,37.39
993,647,458,8,215.51,20.32
994,359,297,-3,479.92,6.09
995,1151,164,3,431.75,9.8
996,243,546,7,242.35,9.5
997,1132,481,-3,308.63,41.4
998,511,117,3,301.63,54.55
999,199,41,3,191.74,52.81
1000,969,389,8,520.13,10.23
1001,41,372,8,732.62,35.09
1002,373,459,1,304.69,58.22
1003,1376,353,6,460.9,59.27
1004,1515,379,2,308.55,10.63
1005,1279,308,7,142.62,55.01
1006,228,202,6,370.27,17.54
1007,171,364,8,1176.93,0.96
1008,1209,428,3,71.35,21.91
1009,518,197,5,689.22,58.92
1010,49,502,6,572.97,54.35
1011,107,245,5,598.89,15.79
1012,887,346,1,597.42,16.37
1013,1345,470,2,434.32,19.98
1014,65,134,1,762.22,44.08
1015,40,310,7,24.27,11.98
1016,963,390,7,431.42,2.16
1017,1377,277,7,167.72,20.14
1018,1050,435,7,256.72,42.44
1019,272,355,5,924.55,33.14
1020,1002,289,5,303.29,5.0
1021,922,87,6,398.73,51.69
1022,233,24,3,368.3,48.37
1023,220,249,2,573.57,10.63
1024,134,158,4,459.3,46.73
1025,155,10,1,47.09,44.19
1026,699,73,3,803.92,34.97
1027,944,339,2,177.12,36.75
1028,116,143,4,674.11,55.08
1029,167,191,2,91.85,43.1
1030,188,4,7,255.89,47.5
1031,478,216,1,513.51,43.02
1032,793,329,4,641.54,28.56
1033,405,508,3,218.85,28.15
1034,1499,63,8,272.84,11.1
1035,13,82,3,279.68,58.45
1036,540,148,4,741.34,42.0
1037,1440,78,4,129.55,11.22
1038,659,234,3,235.33,23.68
1039,1214,304,7,108.45,30.4
1040,585,224,7,560.87,15.06
1041,707,247,1,550.12,39.29
1042,1400,258,5,272.72,45.26
1043,133,64,2,1150.76,29.64
1044,124,441,2,252.78,40.44
1045,1467,457,1,83.72,58.63
1046,1382,91,6,188.73,35.29
1047,741,68,5,717.98,43.63
1048,654,462,6,402.36,44.53
1049,984,380,8,136.02,18.01
1050,1002,321,4,508.72,13.69
1051,350,44,6,234.93,24.58
1052,946,333,7,324.53,27.82
1053,952,464,3,308.87,8.52
1054,790,430,1,20.56,52.4
1055,649,391,3,415.59,23.97
1056,29,445,3,544.52,9.06
1057,377,223,2,621.75,0.98
1058,968,154,5,474.8,20.24
1059,45,510,7,51.58,9.5
1060,1126,285,4,70.15,11.4
1061,1243,512,7,196.66,26.11
1062,328,500,1,625.16,21.2
1063,218,69,6,11.06,42.36
1064,1245,297,3,479.92,14.11
1065,1013,222,7,403.97,29.43
1066,631,163,6,147.79,37.83
1067,1401,440,2,290.62,35.95
1068,1085,289,6,303.29,43.49
1069,1411,132,6,419.43,33.92
1070,970,65,-1,456.34,26.82
1071,855,253,4,551.51,56.67
1072,1410,240,6,199.48,38.03
1073,976,288,6,539.84,34.63
1074,679,200,3,870.63,57.93
1075,1296,235,4,243.05,48.8
1076,511,501,8,288.88,53.43
1077,642,524,2,65.09,23.05
1078,304,330,2,757.46,31.75
1079,948,273,2,711.32,26.97
1080,396,283,3,201.23,21.83
1081,121,486,4,45.7,13.4
1082,7,336,6,555.73,49.49
1083,989,150,5,10.34,57.4
1084,993,322,4,441.28,49.45
1085,1323,193,2,218.1,17.74
1086,125,200,5,870.63,14.89
1087,771,434,1,583.35,17.89
1088,419,148,5,741.34,1.52
1089,1335,432,2,668.64,22.12
1090,303,458,7,215.51,33.32
1091,1217,455,6,967.31,6.46
1092,561,467,5,911.77,11.87
1093,1243,465,5,85.12,9.77
1094,264,331,1,108.7,7.43
1095,669,489,6,504.43,8.51
1096,1476,385,1,743.02,37.73
1097,1324,332,7,608.87,10.68
1098,1256,36,5,300.79,19.44
1099,1165,41,1,191.74,43.37
1100,1462,136,8,351.32,3.83
1101,140,144,3,232.57,6.14
1102,335,241,2,324.85,45.28
1103,732,347,2,421.57,24.76
1104,143,505,7,1051.53,32.71
1105,1075,427,7,484.25,41.68
1106,1123,92,4,226.02,26.91
1107,237,268,4,836.82,14.36
1108,1321,25,1,441.24,38.57
1109,1429,231,8,357.89,2.54
1110,449,239,3,950.99,57.27
1111,282,513,6,924.61,19.38
1112,1300,406,1,869.72,30.61
1113,594,505,1,1051.53,40.18
1114,1428,425,2,431.01,2.41
1115,1208,37,4,452.15,13.77
1116,1007,8,-3,396.21,42.11
1117,1192,377,3,60.44,23.83
1118,312,550,1,879.34,54.91
1119,1276,289,-3,303.29,33.38
1120,1047,398,3,563.11,50.09
1121,1245,263,6,76.96,11.75
1122,534,403,2,571.36,39.03
1123,925,30,8,455.1,36.2
1124,1335,525,7,510.78,12.28
1125,231,43,7,141.52,48.28
1126,422,205,5,99.92,49.98
1127,1381,220,-5,892.11,49.07
1128,740,475,1,440.32,38.87
1129,471,259,4,138.18,30.67
1130,635,13,4,489.24,49.78
1131,684,212,8,672.16,56.81
1132,796,336,8,555.73,59.05
1133,1233,170,8,69.87,28.81
1134,1223,293,4,839.56,4.66
1135,220,1,1,989.47,37.16
1136,23,281,1,490.94,18.21
1137,782,164,2,431.75,3.21
1138,441,196,7,405.61,44.51
1139,764,78,5,129.55,25.05
1140,46,305,1,190.17,53.91
1141,619,146,5,370.21,27.42
1142,420,124,1,201.86,52.82
1143,976,179,1,280.67,6.76
1144,1485,241,8,324.85,52.19
1145,1188,280,5,303.13,1.35
1146,1154,492,2,166.22,43.89
1147,314,221,2,600.61,23.85
1148,773,31,1,649.98,29.85
1149,954,423,3,29.06,58.37
1150,1182,46,2,607.42,57.57
1151,576,289,8,303.29,12.16
1152,548,25,5,441.24,57.79
1153,386,241,8,324.85,48.62
1154,1332,46,7,607.42,33.54
1155,1440,501,4,288.88,42.93
1156,97,294,6,368.91,5.3
1157,753,468,8,646.66,32.68
1158,765,381,3,275.92,19.24
1159,1310,356,7,284.62,10.44
1160,823,382,8,838.26,59.01
1161,599,152,8,216.06,40.54
1162,836,369,7,511.97,5.19
1163,519,141,6,321.09,55.48
1164,1322,478,8,392.6,45.22
1165,1394,169,1,315.54,20.61
1166,1281,149,6,489.32,32.41
1167,327,143,4,674.11,49.48
1168,812,84,7,470.39,52.84
1169,1027,43,-5,141.52,6.23
1170,9,261,-5,881.56,39.88
1171,338,233,6,160.11,29.35
1172,667,383,7,628.55,31.39
1173,805,225,6,367.38,44.99
1174,1409,109,4,631.4,38.43
1175,930,160,4,494.83,42.97
1176,1034,111,8,389.21,8.66
1177,148,314,4,1034.96,45.35
1178,621,215,2,390.74,57.09
1179,392,25,1,441.24,1.87
1180,248,213,3,494.86,49.66
1181,1394,74,2,725.73,15.21
1182,244,433,6,571.22,39.7
1183,22,308,6,142.62,23.26
1184,427,312,7,268.81,37.16
1185,980,43,8,141.52,58.62
1186,1024,328,6,739.71,1.86
1187,1435,485,7,659.6,45.18
1188,201,433,-5,571.22,37.21
1189,719,503,1,317.28,22.8
1190,999,89,8,393.93,15.13
1191,189,85,4,538.5,43.46
1192,1466,97,8,513.84,119.61
1193,691,248,8,73.67,2.06
1194,635,463,4,27.61,36.82
1195,195,11,3,104.28,35.61
1196,1383,29,8,29.3,4.15
1197,372,475,5,440.32,41.83
1198,795,549,1,244.49,15.19
1199,241,530,8,651.64,10.44
1200,926,301,3,508.9,2.39
1201,1232,340,7,180.46,6.58
1202,318,79,4,277.89,28.93
1203,511,6,7,324.02,46.54
1204,1340,181,7,141.75,2.63
1205,375,229,6,320.79,51.93
1206,1196,506,4,730.42,42.83
1207,1436,119,2,50.56,9.87
1208,271,25,8,441.24,29.77
1209,1432,441,1,252.78,42.5
1210,1421,378,2,229.79,25.12
1211,69,286,7,511.43,33.44
1212,865,69,2,11.06,5.23
1213,1362,367,8,13.67,24.08
1214,499,141,2,321.09,1.45
1215,177,192,4,559.49,26.77
1216,1119,383,5,628.55,28.67
1217,1345,190,7,433.62,6.95
1218,82,238,4,698.43,8.84
1219,273,401,1,108.05,22.31
1220,1045,13,2,489.24,31.47
1221,545,544,1,477.64,18.2
1222,281,328,4,739.71,51.64
1223,438,194,8,876.9,28.7
1224,439,102,3,726.02,23.27
1225,1298,73,3,803.92,40.02
1226,1045,149,2,489.32,28.66
1227,1502,169,4,315.54,37.62
1228,847,371,4,415.69,49.68
1229,833,62,7,733.49,2.57
1230,657,405,1,72.96,11.56
1231,1488,383,7,628.55,26.99
1232,461,131,8,104.36,36.89
1233,1044,417,3,350.58,14.48
1234,1068,295,8,924.66,46.39
1235,887,32,7,745.78,3.98
1236,174,150,1,10.34,22.17
1237,806,288,8,539.84,39.01
1238,700,311,6,533.05,55.16
1239,963,524,8,65.09,23.17
1240,1410,141,8,321.09,20.22
1241,1417,502,6,572.97,31.96
1242,1263,65,5,456.34,37.75
1243,556,296,4,1082.41,18.78
1244,664,246,4,629.15,20.91
1245,628,197,6,689.22,31.06
1246,843,286,5,511.43,35.87
1247,1372,193,0,218.1,46.1
1248,286,303,4,514.9,41.23
1249,741,329,4,641.54,47.88
1250,1192,533,3,785.4,7.03
1251,1481,299,4,1090.94,12.34
1252,1298,346,3,597.42,53.24
1253,1018,384,4,578.03,23.5
1254,1469,278,8,447.86,32.24
1255,300,261,2,881.56,15.15
1256,772,403,1,571.36,3.99
1257,522,507,8,999.0,56.09
1258,1128,284,7,302.59,11.95
1259,105,438,8,55.96,35.72
1260,976,448,7,309.77,18.79
1261,287,186,2,214.88,21.68
1262,112,43,2,141.52,16.64
1263,1124,549,5,244.49,7.65
1264,197,434,4,583.35,2.4
1265,1353,62,1,733.49,6.69
1266,1279,284,5,302.59,25.79
1267,473,226,5,1203.21,55.67
1268,725,243,-2,541.65,1.38
1269,1197,325,4,571.99,10.31
1270,785,209,1,553.34,57.27
1271,187,277,8,167.72,7.47
1272,505,417,4,350.58,14.52
1273,1249,170,3,69.87,55.06
1274,573,110,1,343.05,14.33
1275,632,446,7,1159.67,26.77
1276,476,103,2,500.4,24.51
1277,910,454,3,517.64,44.35
1278,788,390,1,431.42,32.48
1279,557,211,-4,447.86,26.2
1280,1074,351,6,785.92,1.24
1281,1040,398,-4,563.11,36.39
1282,764,148,2,741.34,36.06
1283,1432,387,3,653.12,47.28
1284,425,224,6,560.87,21.2
1285,562,255,5,326.22,53.91
1286,778,481,1,308.63,41.19
1287,1154,250,2,148.21,27.13
1288,45,399,6,357.59,21.57
1289,42,503,7,317.28,43.45
1290,869,92,7,226.02,15.3
1291,469,276,6,459.84,54.7
1292,533,491,3,365.81,10.11
1293,1200,530,4,651.64,50.75
1294,782,374,1,434.66,45.64
1295,185,163,2,147.79,36.93
1296,1133,52,5,1026.41,4.76
1297,523,464,-2,308.87,17.59
1298,893,286,3,511.43,13.75
1299,639,171,2,519.53,13.91
1300,189,54,3,737.24,17.29
1301,964,434,3,583.35,14.17
1302,401,79,2,277.89,46.37
1303,552,184,-5,736.17,7.45
1304,948,378,3,229.79,9.16
1305,383,252,1,681.09,19.53
1306,352,279,1,116.26,30.05
1307,117,404,3,499.73,10.02
1308,961,160,3,494.83,14.52
1309,1248,377,5,60.44,27.74
1310,932,180,2,707.0,42.81
1311,332,44,2,234.93,58.97
1312,279,1,5,989.47,27.65
1313,1004,405,7,72.96,53.33
1314,956,533,6,785.4,47.18
1315,1183,415,5,650.82,31.41
1316,835,171,8,519.53,7.57
1317,75,212,2,672.16,35.99
1318,753,306,2,995.73,36.26
1319,845,392,7,1151.89,17.97
1320,49,323,8,545.53,11.92
1321,33,221,7,600.61,46.5
1322,302,461,3,697.06,38.94
1323,619,406,4,869.72,8.54
1324,466,450,5,1008.83,29.21
1325,956,477,6,366.54,52.94
1326,949,134,7,762.22,57.58
1327,503,150,2,10.34,17.73
1328,109,359,8,287.78,54.56
1329,1339,444,2,528.6,35.89
1330,727,525,8,510.78,2.43
1331,982,70,6,643.04,19.89
1332,636,519,3,73.95,0.66
1333,208,150,5,10.34,3.59
1334,1044,224,6,560.87,1.45
1335,827,343,8,345.86,20.82
1336,669,292,6,448.62,3.05
1337,1059,127,8,72.98,45.51
1338,888,527,1,641.18,39.98
1339,1123,519,2,73.95,59.92
1340,315,387,6,653.12,39.64
1341,901,274,3,270.7,8.53
1342,403,96,7,961.7,16.55
1343,452,43,1,141.52,18.17
1344,273,200,7,870.63,34.16
1345,856,156,7,530.53,32.82
1346,523,216,1,513.51,59.46
1347,335,39,5,863.99,43.63
1348,136,225,8,367.38,54.91
1349,340,506,2,730.42,4.8
1350,942,351,6,785.92,51.04
1351,529,339,6,177.12,31.6
1352,1368,533,0,785.4,40.96
1353,1217,252,4,681.09,48.9
1354,889,495,5,742.02,19.69
1355,1043,308,8,142.62,58.37
1356,829,53,5,502.0,48.1
1357,528,110,3,343.05,33.3
1358,449,255,8,326.22,54.31
1359,202,518,6,655.09,24.76
1360,819,430,6,20.56,17.95
1361,497,167,8,402.96,56.91
1362,1358,68,6,717.98,55.57
1363,117,447,7,10.05,48.9
1364,316,425,8,431.01,58.7
1365,684,380,2,136.02,18.48
1366,997,504,7,155.04,35.31
1367,831,441,4,252.78,17.19
1368,1251,169,6,315.54,9.55
1369,670,386,2,488.06,6.04
1370,169,9,3,268.41,32.42
1371,1009,95,3,336.58,59.51
1372,5,483,3,211.02,1.96
1373,597,376,6,299.58,39.96
1374,180,42,3,584.69,53.57
1375,677,103,1,500.4,59.78
1376,169,41,1,191.74,49.29
1377,394,175,7,496.9,49.45
1378,1005,111,5,389.21,35.6
1379,1261,539,2,56.79,49.91
1380,583,142,2,1030.45,27.74
1381,533,162,2,931.79,29.78
1382,1504,291,1,648.5,23.6
1383,694,167,8,402.96,48.62
1384,735,522,5,678.69,17.62
1385,1446,411,7,640.09,48.42
1386,482,317,6,599.24,12.63
1387,945,153,3,74.12,2.21
1388,121,121,3,1048.4,6.46
1389,920,130,3,381.84,136.42
1390,579,341,-3,239.1,34.76
1391,1472,494,7,926.14,24.59
1392,1320,310,4,24.27,53.74
1393,1344,35,6,771.63,9.39
1394,393,354,2,184.91,2.93
1395,517,399,3,357.59,48.75
1396,950,408,6,16.94,26.98
1397,670,433,6,571.22,57.48
1398,1161,189,1,452.33,52.15
1399,337,257,7,57.04,105.57
1400,686,152,1,216.06,53.05
1401,492,526,8,379.61,57.42
1402,415,185,7,1046.94,2.31
1403,19,370,6,681.23,48.01
1404,764,346,1,597.42,6.28
1405,1027,207,4,897.87,8.87
1406,1394,518,5,655.09,31.85
1407,1083,202,7,370.27,46.18
1408,1498,41,8,191.74,57.85
1409,1211,298,8,551.98,2.67
1410,682,19,7,212.63,35.36
1411,129,486,7,45.7,55.74
1412,1247,237,6,271.2,50.09
1413,457,461,5,697.06,18.02
1414,1336,40,4,458.7,40.11
1415,1187,261,7,881.56,15.92
1416,1087,235,1,243.05,13.31
1417,921,245,7,598.89,0.14
1418,98,78,5,129.55,32.12
1419,1120,427,1,484.25,30.11
1420,1311,314,1,1034.96,29.8
1421,1189,219,5,292.41,46.78
1422,481,399,6,357.59,10.63
1423,1344,206,0,42.02,0.85
1424,880,82,6,279.68,38.81
1425,983,22,2,599.31,7.79
1426,1498,265,3,546.41,39.45
1427,1376,264,7,144.35,9.71
1428,874,209,3,553.34,21.69
1429,592,317,2,599.24,4.57
1430,319,125,1,453.21,57.22
1431,136,277,3,167.72,6.8
1432,925,346,2,597.42,30.03
1433,1095,477,2,366.54,28.87
1434,1259,285,2,70.15,21.38
1435,189,362,3,965.99,23.27
1436,388,257,1,57.04,54.66
1437,1271,89,2,393.93,9.74
1438,701,165,4,258.66,28.72
1439,1294,360,1,311.03,20.41
1440,798,443,2,723.44,48.44
1441,825,218,3,870.52,11.41
1442,1306,496,2,263.87,58.57
1443,465,507,8,999.0,23.24
1444,1316,378,4,229.79,54.0
1445,75,464,4,308.87,0.22
1446,728,18,6,631.8,38.92
1447,852,8,6,396.21,51.72
1448,175,138,2,969.99,35.68
1449,1150,120,3,568.49,28.41
1450,1134,349,2,500.53,37.5
1451,67,325,4,571.99,18.72
1452,872,301,1,508.9,51.52
1453,113,308,3,142.62,41.75
1454,778,157,5,837.89,20.4
1455,844,77,6,975.2,4.51
1456,632,308,7,142.62,1.36
1457,584,336,3,555.73,42.71
1458,282,538,2,909.27,21.75
1459,195,271,6,907.55,19.1
1460,254,188,4,706.96,34.93
1461,162,238,1,698.43,16.59
1462,1127,82,5,279.68,54.38
1463,1348,305,2,190.17,53.72
1464,84,320,7,732.03,5.58
1465,683,276,1,459.84,8.21
1466,194,5,2,618.7,53.48
1467,88,481,6,308.63,24.36
1468,219,271,3,907.55,35.45
1469,1150,254,2,138.94,20.04
1470,380,107,1,348.01,28.22
1471,1493,130,3,381.84,44.27
1472,1398,522,4,678.69,59.38
1473,11,536,5,896.36,34.6
1474,1495,193,8,218.1,32.85
1475,122,441,4,252.78,36.8
1476,796,198,-5,74.36,115.34
1477,279,415,7,650.82,54.64
1478,590,276,4,459.84,36.98
1479,256,431,5,920.92,38.9
1480,1020,2,2,610.07,24.33
1481,392,260,3,719.24,34.6
1482,1313,123,4,780.61,7.95
1483,83,237,4,271.2,44.69
1484,1498,74,7,725.73,7.98
1485,447,284,2,302.59,34.47
1486,1335,216,2,513.51,49.8
1487,29,424,2,625.33,20.48
1488,916,148,3,741.34,43.46
1489,253,378,6,229.79,58.64
1490,776,532,5,475.76,26.6
1491,413,150,4,10.34,23.35
1492,386,249,8,573.57,29.33
1493,561,448,1,309.77,15.13
1494,888,475,3,440.32,3.68
1495,123,470,5,434.32,12.23
1496,227,295,3,924.66,17.01
1497,1503,437,1,780.42,28.39
1498,1085,67,8,913.5,20.87
1499,1320,230,8,334.04,12.06
1500,565,489,7,504.43,16.18
1501,984,226,8,1203.21,54.29
1502,36,241,-4,324.85,23.07
1503,1130,522,3,678.69,6.59
1504,1478,380,5,136.02,41.39
1505,557,529,5,364.66,44.78
1506,42,65,2,456.34,14.47
1507,580,259,4,138.18,45.46
1508,1369,543,3,838.57,37.65
1509,1083,4,3,255.89,57.52
1510,671,430,6,20.56,0.09
1511,397,192,2,559.49,43.96
1512,1477,436,5,167.07,41.76
1513,557,205,7,99.92,40.19
1514,1233,366,2,1089.0,22.8
1515,1280,201,4,610.31,19.48
1516,689,366,8,1089.0,45.54
1517,1091,342,8,1141.78,13.65
1518,1152,17,2,394.55,6.19
1519,281,237,7,271.2,51.99
1520,420,479,7,619.25,32.1
1521,149,106,8,896.67,43.11
1522,453,220,4,892.11,22.25
1523,75,263,1,76.96,55.09
1524,838,124,5,201.86,38.58
1525,922,215,2,390.74,20.45
1526,485,122,0,412.03,5.61
1527,513,550,4,879.34,2.65
1528,1412,284,3,302.59,39.44
1529,1426,7,8,296.48,49.02
1530,444,422,6,465.77,6.01
1531,1032,235,5,243.05,0.01
1532,1427,358,6,113.21,45.2
1533,1140,169,1,315.54,44.33
1534,1285,22,5,599.31,11.55
1535,322,240,1,199.48,43.95
1536,402,215,4,390.74,7.96
1537,944,63,8,272.84,13.54
1538,276,33,-1,55.27,43.54
1539,1483,210,6,1098.72,37.63
1540,614,443,3,723.44,41.28
1541,326,486,7,45.7,0.46
1542,768,36,3,300.79,41.07
1543,861,112,2,499.91,45.87
1544,434,75,3,37.45,24.9
1545,891,235,3,243.05,15.97
1546,1066,544,6,477.64,53.18
1547,323,546,4,242.35,57.22
1548,871,177,8,43.42,16.75
1549,533,220,1,892.11,11.78
1550,606,385,8,743.02,55.63
1551,1191,119,3,50.56,54.05
1552,471,547,2,835.62,33.6
1553,809,139,1,200.77,31.08
1554,1104,238,3,698.43,14.43
1555,104,521,2,323.3,14.49
1556,1132,86,6,817.8,31.5
1557,192,266,5,488.98,19.92
1558,279,183,1,692.99,25.66
1559,421,144,4,232.57,41.93
1560,184,531,3,758.09,37.49
1561,147,433,2,571.22,44.26
1562,660,472,3,196.9,40.88
1563,692,31,-1,649.98,45.93
1564,56,25,1,441.24,5.02
1565,338,84,2,470.39,41.28
1566,985,101,8,1154.16,47.02
1567,1104,381,1,275.92,47.25
1568,1239,27,3,910.96,59.3
1569,641,389,2,520.13,47.68
1570,1033,297,5,479.92,15.65
1571,175,152,8,216.06,17.23
1572,1070,79,3,277.89,10.54
1573,592,514,1,540.01,18.85
1574,961,42,7,584.69,28.04
1575,91,51,-1,223.71,39.72
1576,504,387,6,653.12,38.2
1577,182,371,5,415.69,31.8
1578,830,387,2,653.12,14.15
1579,306,276,4,459.84,59.44
1580,757,51,6,223.71,18.61
1581,349,385,1,743.02,33.15
1582,81,482,1,994.21,24.4
1583,493,421,8,396.03,37.09
1584,35,539,3,56.79,7.55
1585,125,275,1,960.36,55.69
1586,803,259,2,138.18,53.41
1587,1084,6,5,324.02,37.53
1588,530,182,8,311.54,125.42
1589,510,529,4,364.66,22.69
1590,385,542,2,258.35,23.98
1591,497,159,2,891.45,8.49
1592,820,303,3,514.9,31.3
1593,1322,315,7,119.55,17.86
1594,43,249,7,573.57,45.39
1595,268,378,7,229.79,12.83
1596,635,258,2,272.72,27.72
1597,84,400,5,498.46,56.73
1598,1294,400,3,498.46,21.28
1599,766,298,1,551.98,11.2
1600,470,378,6,229.79,32.61
1601,383,301,4,508.9,57.55
1602,1494,24,2,368.3,28.19
1603,631,422,5,465.77,51.79
1604,1051,544,1,477.64,46.32
1605,1497,112,6,499.91,14.49
1606,1429,513,3,924.61,49.82
1607,565,340,3,180.46,27.94
1608,1428,64,6,1150.76,2.25
1609,1407,59,5,166.04,14.33
1610,443,214,6,39.93,11.66
1611,1078,264,6,144.35,53.01
1612,251,405,4,72.96,48.4
1613,210,93,2,163.23,42.68
1614,932,539,8,56.79,43.28
1615,254,50,4,62.95,14.47
1616,188,203,8,674.86,13.01
1617,830,331,4,108.7,2.35
1618,833,36,2,300.79,57.37
1619,1254,518,8,655.09,45.5
1620,671,399,2,357.59,27.7
1621,1026,417,1,350.58,0.64
1622,379,214,1,39.93,59.84
1623,61,110,-3,343.05,46.72
1624,230,131,1,104.36,14.66
1625,773,342,8,1141.78,38.21
1626,1019,271,5,907.55,49.38
1627,1221,123,7,780.61,55.0
1628,1272,219,7,292.41,22.07
1629,709,138,1,969.99,4.58
1630,1237,73,2,803.92,52.25
1631,1310,294,2,368.91,32.35
1632,463,237,7,271.2,31.79
1633,703,28,3,919.16,45.39
1634,835,200,3,870.63,48.9
1635,323,221,3,600.61,4.41
1636,925,282,6,231.0,20.26
1637,158,95,5,336.58,56.03
1638,1425,302,0,405.68,7.8
1639,1098,418,1,397.9,49.77
1640,1292,22,-3,599.31,14.26
1641,810,439,7,633.65,57.98
1642,95,532,2,475.76,6.99
1643,264,437,1,780.42,56.33
1644,396,57,4,25.01,21.68
1645,815,91,1,188.73,23.18
1646,1403,467,2,911.77,19.22
1647,436,103,-2,500.4,46.06
1648,521,349,6,500.53,3.12
1649,881,522,3,678.69,26.17
1650,223,498,8,339.77,25.47
1651,1150,147,4,249.69,59.04
1652,541,298,1,551.98,6.95
1653,623,6,8,324.02,46.81
1654,702,306,4,995.73,28.61
1655,1367,542,3,258.35,24.45
1656,435,240,6,199.48,36.87
1657,255,55,-1,538.85,40.02
1658,925,19,1,212.63,30.44
1659,1157,67,5,913.5,17.15
1660,373,17,8,394.55,59.51
1661,1194,170,7,69.87,45.37
